id,y,campaign,contact_group,contact,month,day,age,job,education,balance,poutcome
23778,no,13,High Contact,cellular,aug,28,32,technician,secondary,963,unknown
23779,no,1,Low Contact,cellular,aug,28,41,management,tertiary,4522,unknown
23780,no,6,High Contact,telephone,aug,28,32,technician,secondary,235,unknown
23781,no,2,Low Contact,cellular,aug,29,32,technician,secondary,792,unknown
23782,no,2,Low Contact,cellular,aug,29,31,management,tertiary,58,unknown
23783,no,2,Low Contact,cellular,aug,29,33,management,tertiary,2059,unknown
23784,no,2,Low Contact,cellular,aug,29,36,technician,secondary,216,unknown
23785,no,2,Low Contact,cellular,aug,29,35,technician,secondary,634,unknown
23786,no,2,Low Contact,cellular,aug,29,38,self-employed,tertiary,1029,unknown
23787,no,2,Low Contact,cellular,aug,29,36,technician,secondary,432,unknown
23788,no,11,High Contact,cellular,aug,29,47,blue-collar,primary,961,unknown
23789,no,2,Low Contact,cellular,aug,29,31,technician,tertiary,0,unknown
23790,no,2,Low Contact,cellular,aug,29,49,services,secondary,413,unknown
23791,no,2,Low Contact,cellular,aug,29,59,technician,secondary,0,unknown
23792,no,2,Low Contact,cellular,aug,29,37,management,tertiary,4293,unknown
23793,no,12,High Contact,cellular,aug,29,42,technician,secondary,0,unknown
23794,no,10,High Contact,cellular,aug,29,46,blue-collar,secondary,1673,unknown
23795,no,9,High Contact,cellular,aug,29,35,technician,tertiary,358,unknown
23796,no,20,High Contact,cellular,aug,29,51,blue-collar,primary,21614,unknown
23797,no,6,High Contact,cellular,aug,29,41,technician,tertiary,1026,unknown
23798,no,12,High Contact,cellular,aug,29,35,technician,secondary,56,unknown
23799,no,6,High Contact,cellular,aug,29,34,management,tertiary,-281,unknown
23800,no,13,High Contact,cellular,aug,29,38,technician,tertiary,82,unknown
23801,no,3,High Contact,cellular,aug,29,33,technician,secondary,79,unknown
23802,no,6,High Contact,cellular,aug,29,36,technician,secondary,0,unknown
23803,no,2,Low Contact,telephone,aug,29,33,technician,secondary,58,unknown
23804,no,24,High Contact,cellular,aug,29,31,management,tertiary,350,unknown
23805,no,11,High Contact,cellular,aug,29,45,self-employed,primary,373,unknown
23806,no,2,Low Contact,cellular,aug,29,32,management,tertiary,134,unknown
23807,no,2,Low Contact,cellular,aug,29,34,management,tertiary,0,unknown
23808,no,2,Low Contact,cellular,aug,29,33,services,secondary,28,unknown
23809,no,2,Low Contact,telephone,aug,29,47,admin,secondary,996,unknown
23810,no,7,High Contact,cellular,aug,29,37,technician,tertiary,1561,unknown
23811,no,3,High Contact,cellular,aug,29,35,technician,secondary,515,unknown
23812,no,3,High Contact,cellular,aug,29,37,management,secondary,45,unknown
23813,no,3,High Contact,cellular,aug,29,60,retired,tertiary,614,unknown
23814,no,5,High Contact,cellular,aug,29,38,technician,secondary,300,unknown
23815,no,2,Low Contact,cellular,aug,29,38,technician,secondary,332,unknown
23816,no,2,Low Contact,cellular,aug,29,30,technician,secondary,32,unknown
23817,no,2,Low Contact,cellular,aug,29,47,technician,tertiary,8,unknown
23818,no,2,Low Contact,cellular,aug,29,40,management,tertiary,194,unknown
23819,no,2,Low Contact,cellular,aug,29,47,blue-collar,primary,193,unknown
23820,no,2,Low Contact,cellular,aug,29,53,admin,secondary,578,unknown
23821,no,8,High Contact,cellular,aug,29,48,blue-collar,secondary,647,unknown
23822,no,13,High Contact,cellular,aug,29,46,management,tertiary,1008,unknown
23823,no,2,Low Contact,cellular,aug,29,36,technician,secondary,0,unknown
23824,no,2,Low Contact,cellular,aug,29,33,management,tertiary,452,unknown
23825,no,6,High Contact,cellular,aug,29,56,management,tertiary,2925,unknown
23826,no,2,Low Contact,cellular,aug,29,32,management,tertiary,0,unknown
23827,yes,2,Low Contact,cellular,aug,29,35,technician,secondary,3490,unknown
23828,no,2,Low Contact,cellular,aug,29,32,technician,secondary,-1,unknown
23829,no,7,High Contact,cellular,aug,29,45,management,tertiary,1186,unknown
23830,no,3,High Contact,cellular,aug,29,45,technician,secondary,54,unknown
23831,no,2,Low Contact,cellular,aug,29,35,unknown,primary,365,unknown
23832,no,2,Low Contact,cellular,aug,29,37,technician,tertiary,160,unknown
23833,no,2,Low Contact,cellular,aug,29,51,blue-collar,primary,462,unknown
23834,no,2,Low Contact,cellular,aug,29,35,technician,tertiary,393,unknown
23835,no,6,High Contact,cellular,aug,29,47,self-employed,secondary,0,unknown
23836,no,2,Low Contact,cellular,aug,29,32,management,tertiary,0,unknown
23837,no,2,Low Contact,cellular,aug,29,35,management,tertiary,0,unknown
23838,no,2,Low Contact,cellular,aug,29,31,management,tertiary,471,unknown
23839,no,2,Low Contact,cellular,aug,29,46,management,tertiary,134,unknown
23840,no,2,Low Contact,cellular,aug,29,49,management,tertiary,0,unknown
23841,no,4,High Contact,cellular,aug,29,45,technician,secondary,865,unknown
23842,no,2,Low Contact,cellular,aug,29,33,technician,secondary,-708,unknown
23843,no,2,Low Contact,cellular,aug,29,51,admin,secondary,255,unknown
23844,no,2,Low Contact,cellular,aug,29,59,retired,secondary,374,unknown
23845,no,2,Low Contact,cellular,aug,29,48,management,tertiary,700,unknown
23846,no,7,High Contact,cellular,aug,29,57,admin,secondary,1218,unknown
23847,no,2,Low Contact,cellular,aug,29,33,technician,tertiary,599,unknown
23848,no,2,Low Contact,cellular,aug,29,39,housemaid,primary,239,unknown
23849,no,2,Low Contact,cellular,aug,29,39,management,tertiary,109,unknown
23850,no,4,High Contact,cellular,aug,29,42,technician,secondary,112,unknown
23851,no,2,Low Contact,cellular,aug,29,37,management,tertiary,5,unknown
23852,no,2,Low Contact,cellular,aug,29,30,management,tertiary,0,unknown
23853,no,2,Low Contact,cellular,aug,29,46,blue-collar,secondary,877,unknown
23854,no,2,Low Contact,cellular,aug,29,33,technician,secondary,8,unknown
23855,no,2,Low Contact,cellular,aug,29,49,management,secondary,0,unknown
23856,no,2,Low Contact,cellular,aug,29,36,self-employed,primary,0,unknown
23857,no,2,Low Contact,cellular,aug,29,31,services,secondary,2070,unknown
23858,no,2,Low Contact,cellular,aug,29,34,management,tertiary,53,unknown
23859,no,2,Low Contact,cellular,aug,29,35,technician,secondary,-146,unknown
23860,no,2,Low Contact,cellular,aug,29,56,management,tertiary,67,unknown
23861,no,2,Low Contact,cellular,aug,29,32,technician,secondary,284,unknown
23862,no,2,Low Contact,cellular,aug,29,33,management,tertiary,310,unknown
23863,no,7,High Contact,cellular,aug,29,48,blue-collar,secondary,134,unknown
23864,no,2,Low Contact,cellular,aug,29,34,admin,secondary,96,unknown
23865,no,2,Low Contact,cellular,aug,29,35,technician,tertiary,33,unknown
23866,no,2,Low Contact,cellular,aug,29,32,technician,secondary,444,unknown
23867,no,2,Low Contact,cellular,aug,29,58,services,secondary,74,unknown
23868,no,4,High Contact,cellular,aug,29,31,technician,secondary,0,unknown
23869,no,2,Low Contact,cellular,aug,29,33,technician,tertiary,176,unknown
23870,no,2,Low Contact,cellular,aug,29,32,management,tertiary,0,unknown
23871,no,2,Low Contact,cellular,aug,29,31,technician,secondary,-2,unknown
23872,no,2,Low Contact,cellular,aug,29,59,self-employed,tertiary,1059,unknown
23873,no,2,Low Contact,cellular,aug,29,48,technician,tertiary,16,unknown
23874,yes,2,Low Contact,cellular,aug,29,32,management,tertiary,769,unknown
23875,no,2,Low Contact,cellular,aug,29,36,management,tertiary,4,unknown
23876,no,2,Low Contact,cellular,aug,29,33,technician,secondary,118,unknown
23877,no,2,Low Contact,cellular,aug,29,38,admin,secondary,1314,unknown
23878,no,8,High Contact,cellular,aug,29,54,technician,secondary,184,unknown
23879,no,2,Low Contact,cellular,aug,29,39,management,tertiary,0,unknown
23880,no,2,Low Contact,cellular,aug,29,48,technician,secondary,105,unknown
23881,no,14,High Contact,cellular,aug,29,31,technician,secondary,0,unknown
23882,no,2,Low Contact,cellular,aug,29,56,services,unknown,628,unknown
23883,no,4,High Contact,cellular,aug,29,34,technician,secondary,943,unknown
23884,no,2,Low Contact,cellular,aug,29,39,management,tertiary,115,unknown
23885,no,2,Low Contact,cellular,aug,29,31,technician,secondary,13,unknown
23886,no,4,High Contact,cellular,aug,29,55,management,tertiary,430,unknown
23887,no,2,Low Contact,cellular,aug,29,50,management,tertiary,0,unknown
23888,no,2,Low Contact,cellular,aug,29,45,technician,secondary,88,unknown
23889,no,2,Low Contact,cellular,aug,29,35,management,tertiary,171,unknown
23890,no,2,Low Contact,cellular,aug,29,31,technician,secondary,251,unknown
23891,no,2,Low Contact,cellular,aug,29,37,management,tertiary,-9,unknown
23892,no,4,High Contact,cellular,aug,29,34,technician,secondary,91,unknown
23893,no,2,Low Contact,cellular,aug,29,33,services,secondary,233,unknown
23894,no,2,Low Contact,cellular,aug,29,33,technician,tertiary,503,unknown
23895,no,2,Low Contact,cellular,aug,29,55,admin,secondary,0,unknown
23896,no,2,Low Contact,cellular,aug,29,41,technician,secondary,0,unknown
23897,no,2,Low Contact,cellular,aug,29,33,technician,secondary,22,unknown
23898,no,2,Low Contact,cellular,aug,29,46,blue-collar,primary,123,unknown
23899,no,2,Low Contact,cellular,aug,29,60,retired,primary,219,unknown
23900,no,2,Low Contact,cellular,aug,29,47,management,tertiary,310,unknown
23901,no,2,Low Contact,cellular,aug,29,31,management,tertiary,96,unknown
23902,no,2,Low Contact,cellular,aug,29,41,management,tertiary,2408,unknown
23903,no,2,Low Contact,cellular,aug,29,46,blue-collar,secondary,1685,unknown
23904,no,9,High Contact,cellular,aug,29,47,entrepreneur,secondary,8480,unknown
23905,no,4,High Contact,cellular,aug,29,31,management,tertiary,315,unknown
23906,no,2,Low Contact,cellular,aug,29,34,technician,secondary,7,unknown
23907,no,2,Low Contact,cellular,aug,29,45,blue-collar,primary,492,unknown
23908,no,2,Low Contact,cellular,aug,29,32,management,tertiary,500,unknown
23909,no,2,Low Contact,cellular,aug,29,49,management,tertiary,146,unknown
23910,no,2,Low Contact,cellular,aug,29,39,management,secondary,36,unknown
23911,no,2,Low Contact,cellular,aug,29,47,services,secondary,518,unknown
23912,no,2,Low Contact,cellular,aug,29,59,technician,secondary,2595,unknown
23913,no,8,High Contact,cellular,aug,29,48,management,tertiary,494,unknown
23914,no,2,Low Contact,cellular,aug,29,33,management,tertiary,0,unknown
23915,no,4,High Contact,cellular,aug,29,38,technician,secondary,173,unknown
23916,no,4,High Contact,cellular,aug,29,33,management,tertiary,335,unknown
23917,no,2,Low Contact,cellular,aug,29,49,technician,secondary,10,unknown
23918,no,2,Low Contact,cellular,aug,29,31,technician,secondary,0,unknown
23919,no,2,Low Contact,cellular,aug,29,46,management,secondary,-852,unknown
23920,no,2,Low Contact,cellular,aug,29,33,housemaid,secondary,230,unknown
23921,no,2,Low Contact,cellular,aug,29,38,management,tertiary,0,unknown
23922,no,2,Low Contact,cellular,aug,29,59,technician,secondary,0,unknown
23923,no,2,Low Contact,cellular,aug,29,49,blue-collar,secondary,102,unknown
23924,no,2,Low Contact,cellular,aug,29,40,technician,secondary,56,unknown
23925,no,2,Low Contact,telephone,aug,29,32,technician,secondary,1179,unknown
23926,no,2,Low Contact,cellular,aug,29,34,management,secondary,194,unknown
23927,no,8,High Contact,cellular,aug,29,54,blue-collar,primary,1059,unknown
23928,no,11,High Contact,cellular,aug,29,45,blue-collar,primary,121,unknown
23929,no,2,Low Contact,telephone,aug,29,30,management,tertiary,3849,unknown
23930,no,2,Low Contact,telephone,aug,29,40,self-employed,tertiary,41,unknown
23931,no,4,High Contact,cellular,aug,29,42,unemployed,tertiary,-166,unknown
23932,no,2,Low Contact,telephone,aug,29,33,management,tertiary,-359,unknown
23933,no,6,High Contact,cellular,aug,29,43,admin,secondary,257,unknown
23934,no,2,Low Contact,cellular,aug,29,39,technician,secondary,8,unknown
23935,no,3,High Contact,cellular,aug,29,40,technician,secondary,0,unknown
23936,no,3,High Contact,cellular,aug,29,52,technician,tertiary,214,unknown
23937,no,19,High Contact,cellular,aug,29,55,blue-collar,primary,771,unknown
23938,no,4,High Contact,cellular,aug,29,35,management,tertiary,511,unknown
23939,no,7,High Contact,cellular,aug,29,54,technician,secondary,1670,unknown
23940,no,4,High Contact,cellular,aug,29,45,blue-collar,primary,85,unknown
23941,no,4,High Contact,cellular,aug,29,33,blue-collar,secondary,842,unknown
23942,no,6,High Contact,cellular,aug,29,46,blue-collar,primary,201,unknown
23943,no,4,High Contact,cellular,aug,29,31,technician,secondary,4800,unknown
23944,no,6,High Contact,cellular,aug,29,46,management,tertiary,0,unknown
23945,no,18,High Contact,telephone,aug,29,38,unknown,unknown,653,unknown
23946,no,16,High Contact,cellular,aug,29,34,entrepreneur,unknown,-506,unknown
23947,no,4,High Contact,cellular,aug,29,54,blue-collar,secondary,466,unknown
23948,no,15,High Contact,cellular,aug,29,34,technician,secondary,563,unknown
23949,no,4,High Contact,cellular,aug,29,44,technician,secondary,370,unknown
23950,no,4,High Contact,cellular,aug,29,32,management,tertiary,258,unknown
23951,no,4,High Contact,cellular,aug,29,33,housemaid,tertiary,1255,unknown
23952,no,9,High Contact,cellular,aug,29,41,management,secondary,148,unknown
23953,no,4,High Contact,cellular,aug,29,45,blue-collar,primary,292,unknown
23954,no,4,High Contact,cellular,aug,29,41,admin,secondary,-120,unknown
23955,no,11,High Contact,cellular,aug,29,54,services,unknown,324,unknown
23956,no,17,High Contact,cellular,aug,29,49,blue-collar,secondary,0,unknown
23957,no,12,High Contact,cellular,aug,29,36,technician,tertiary,268,unknown
23958,no,14,High Contact,cellular,aug,29,45,technician,tertiary,2087,unknown
23959,no,4,High Contact,cellular,aug,29,48,blue-collar,primary,-254,unknown
23960,no,11,High Contact,cellular,aug,29,41,management,tertiary,5936,unknown
23961,no,6,High Contact,cellular,aug,29,41,technician,secondary,593,unknown
23962,no,12,High Contact,cellular,aug,29,56,management,tertiary,665,unknown
23963,no,4,High Contact,cellular,aug,29,55,admin,tertiary,46,unknown
23964,no,4,High Contact,cellular,aug,29,36,self-employed,tertiary,10,unknown
23965,no,4,High Contact,cellular,aug,29,40,management,tertiary,185,unknown
23966,no,21,High Contact,cellular,aug,29,30,technician,tertiary,1,unknown
23967,no,14,High Contact,cellular,aug,29,35,management,secondary,910,unknown
23968,no,13,High Contact,cellular,aug,29,31,management,tertiary,8312,unknown
23969,no,4,High Contact,cellular,aug,29,59,housemaid,primary,418,unknown
23970,no,2,Low Contact,cellular,aug,29,46,technician,secondary,117,unknown
23971,no,16,High Contact,cellular,aug,29,38,technician,secondary,185,unknown
23972,no,2,Low Contact,cellular,aug,29,52,technician,secondary,0,unknown
23973,no,2,Low Contact,cellular,aug,29,52,technician,secondary,0,unknown
23974,no,2,Low Contact,telephone,aug,29,45,technician,secondary,351,unknown
23975,no,2,Low Contact,cellular,aug,29,38,technician,secondary,50,unknown
23976,no,2,Low Contact,telephone,aug,29,40,technician,secondary,841,unknown
23977,no,17,High Contact,cellular,aug,29,47,blue-collar,secondary,947,unknown
23978,no,6,High Contact,cellular,aug,29,48,blue-collar,secondary,1903,unknown
23979,no,4,High Contact,cellular,aug,29,38,management,tertiary,46,unknown
23980,no,4,High Contact,cellular,aug,29,60,admin,secondary,221,unknown
23981,no,2,Low Contact,telephone,aug,29,46,blue-collar,unknown,0,unknown
23982,no,4,High Contact,cellular,aug,29,34,technician,secondary,0,unknown
23983,no,2,Low Contact,cellular,aug,29,33,technician,secondary,74,unknown
23984,no,2,Low Contact,telephone,aug,29,47,self-employed,primary,1056,unknown
23985,no,8,High Contact,cellular,aug,29,58,retired,primary,69,unknown
23986,no,15,High Contact,cellular,aug,29,47,management,tertiary,124,unknown
23987,no,14,High Contact,cellular,aug,29,34,technician,secondary,347,unknown
23988,no,2,Low Contact,telephone,aug,29,32,management,tertiary,16,unknown
23989,no,2,Low Contact,cellular,aug,29,31,technician,secondary,0,unknown
23990,no,2,Low Contact,telephone,aug,29,42,technician,unknown,-401,unknown
23991,no,2,Low Contact,cellular,aug,29,41,technician,secondary,88,unknown
23992,no,4,High Contact,cellular,aug,29,37,technician,secondary,-3,unknown
23993,no,2,Low Contact,cellular,aug,29,56,retired,secondary,4577,unknown
23994,no,10,High Contact,cellular,aug,29,52,services,secondary,627,unknown
23995,no,4,High Contact,cellular,aug,29,49,self-employed,secondary,1683,unknown
23996,no,2,Low Contact,cellular,aug,29,36,technician,secondary,35,unknown
23997,no,4,High Contact,cellular,aug,29,32,technician,secondary,224,unknown
23998,no,2,Low Contact,telephone,aug,29,60,technician,secondary,0,unknown
23999,no,6,High Contact,cellular,aug,29,49,technician,secondary,114,unknown
24000,no,2,Low Contact,cellular,aug,29,35,management,tertiary,385,unknown
24001,no,4,High Contact,cellular,aug,29,36,management,tertiary,26,unknown
