id,y,conversion,contact_group,age_group,balance_group,poutcome,job,education,month,balance
18380,no,0,Low Contact,33-39,Mid Balance,unknown,admin,tertiary,jul,669
18381,no,0,High Contact,40-48,Low Balance,unknown,technician,primary,jul,275
18382,no,0,Low Contact,40-48,Mid Balance,unknown,technician,tertiary,jul,1079
18383,yes,1,Low Contact,49-95,Non-Positive,unknown,unemployed,tertiary,jul,0
18384,no,0,High Contact,49-95,High Balance,unknown,entrepreneur,tertiary,jul,3846
18385,no,0,Low Contact,40-48,Non-Positive,unknown,technician,secondary,jul,0
18386,no,0,Low Contact,49-95,Mid Balance,unknown,admin,secondary,jul,340
18387,no,0,Low Contact,40-48,Low Balance,unknown,housemaid,primary,jul,24
18388,no,0,High Contact,49-95,Low Balance,unknown,services,unknown,jul,313
18389,no,0,Low Contact,33-39,Mid Balance,unknown,technician,secondary,jul,884
18390,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,jul,86
18391,no,0,Low Contact,33-39,High Balance,unknown,admin,secondary,jul,3308
18392,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jul,4853
18393,no,0,High Contact,49-95,Non-Positive,unknown,technician,unknown,jul,-168
18394,no,0,High Contact,33-39,Low Balance,unknown,admin,secondary,jul,137
18395,no,0,High Contact,18-33,Non-Positive,unknown,technician,secondary,jul,0
18396,no,0,High Contact,33-39,Non-Positive,unknown,blue-collar,secondary,jul,-518
18397,no,0,Low Contact,40-48,High Balance,unknown,admin,secondary,jul,3936
18398,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,unknown,jul,557
18399,no,0,Low Contact,40-48,Low Balance,unknown,services,secondary,jul,105
18400,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,primary,jul,842
18401,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,jul,260
18402,no,0,High Contact,49-95,Mid Balance,unknown,blue-collar,primary,jul,595
18403,no,0,High Contact,33-39,Low Balance,unknown,retired,primary,jul,284
18404,no,0,High Contact,49-95,High Balance,unknown,retired,primary,jul,2538
18405,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,primary,jul,2554
18406,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jul,4900
18407,no,0,Low Contact,40-48,High Balance,unknown,unemployed,primary,jul,2171
18408,no,0,High Contact,49-95,High Balance,unknown,admin,primary,jul,6187
18409,no,0,High Contact,40-48,Non-Positive,unknown,services,secondary,jul,0
18410,no,0,High Contact,33-39,High Balance,unknown,blue-collar,secondary,jul,4336
18411,yes,1,High Contact,40-48,Non-Positive,unknown,entrepreneur,tertiary,jul,-392
18412,no,0,High Contact,18-33,Non-Positive,unknown,services,secondary,jul,0
18413,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,unknown,jul,55
18414,no,0,High Contact,49-95,Mid Balance,unknown,management,primary,jul,548
18415,no,0,High Contact,40-48,Non-Positive,unknown,management,secondary,jul,-876
18416,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jul,1239
18417,no,0,Low Contact,49-95,High Balance,unknown,technician,secondary,jul,8758
18418,no,0,High Contact,33-39,Non-Positive,unknown,admin,secondary,jul,-218
18419,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,primary,jul,-759
18420,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,jul,0
18421,no,0,Low Contact,40-48,Low Balance,unknown,technician,secondary,jul,296
18422,no,0,Low Contact,40-48,Low Balance,unknown,services,secondary,jul,27
18423,no,0,Low Contact,40-48,High Balance,unknown,housemaid,secondary,jul,1397
18424,no,0,Low Contact,49-95,High Balance,unknown,admin,secondary,jul,1629
18425,no,0,High Contact,40-48,High Balance,unknown,management,secondary,jul,1605
18426,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jul,846
18427,no,0,Low Contact,40-48,Mid Balance,unknown,services,secondary,jul,428
18428,no,0,Low Contact,40-48,High Balance,unknown,management,unknown,jul,3165
18429,no,0,Low Contact,49-95,High Balance,unknown,technician,secondary,jul,3144
18430,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,primary,jul,2105
18431,no,0,High Contact,18-33,Non-Positive,unknown,services,unknown,jul,-82
18432,no,0,Low Contact,40-48,Low Balance,unknown,services,secondary,jul,247
18433,no,0,Low Contact,49-95,Non-Positive,unknown,technician,secondary,jul,-1076
18434,no,0,Low Contact,33-39,Mid Balance,unknown,management,tertiary,jul,590
18435,no,0,Low Contact,40-48,Non-Positive,unknown,services,secondary,jul,-522
18436,no,0,High Contact,18-33,Non-Positive,unknown,blue-collar,secondary,jul,0
18437,no,0,High Contact,49-95,Low Balance,unknown,management,tertiary,jul,12
18438,yes,1,High Contact,49-95,Low Balance,unknown,housemaid,primary,jul,77
18439,no,0,High Contact,40-48,High Balance,unknown,blue-collar,primary,jul,2053
18440,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jul,2473
18441,no,0,High Contact,49-95,High Balance,unknown,housemaid,tertiary,jul,2858
18442,no,0,Low Contact,40-48,Mid Balance,unknown,technician,secondary,jul,685
18443,no,0,Low Contact,40-48,Mid Balance,unknown,services,secondary,jul,998
18444,no,0,Low Contact,49-95,High Balance,unknown,admin,secondary,jul,3029
18445,no,0,Low Contact,40-48,Low Balance,unknown,unemployed,primary,jul,1
18446,no,0,High Contact,49-95,High Balance,unknown,self-employed,secondary,jul,2191
18447,no,0,High Contact,49-95,High Balance,unknown,retired,secondary,jul,3648
18448,yes,1,High Contact,18-33,Low Balance,unknown,services,secondary,jul,48
18449,yes,1,High Contact,49-95,Low Balance,unknown,blue-collar,primary,jul,252
18450,no,0,Low Contact,49-95,High Balance,unknown,unemployed,secondary,jul,4487
18451,no,0,Low Contact,49-95,Mid Balance,unknown,retired,primary,jul,488
18452,no,0,Low Contact,40-48,High Balance,unknown,management,secondary,jul,4105
18453,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,jul,200
18454,no,0,Low Contact,40-48,Low Balance,unknown,admin,secondary,jul,176
18455,no,0,Low Contact,49-95,High Balance,unknown,retired,secondary,jul,2651
18456,no,0,Low Contact,49-95,Low Balance,unknown,self-employed,primary,jul,106
18457,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jul,4460
18458,no,0,High Contact,49-95,High Balance,unknown,management,secondary,jul,1502
18459,no,0,High Contact,49-95,High Balance,unknown,retired,secondary,jul,1354
18460,no,0,High Contact,40-48,Non-Positive,unknown,housemaid,secondary,jul,-1531
18461,no,0,High Contact,18-33,High Balance,unknown,admin,secondary,jul,2554
18462,no,0,High Contact,33-39,Mid Balance,unknown,technician,tertiary,jul,1023
18463,no,0,High Contact,40-48,Non-Positive,unknown,management,tertiary,jul,0
18464,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,unknown,jul,1662
18465,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,primary,jul,532
18466,no,0,High Contact,33-39,Low Balance,unknown,management,tertiary,jul,55
18467,no,0,High Contact,49-95,Mid Balance,unknown,technician,unknown,jul,668
18468,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,unknown,jul,2391
18469,no,0,Low Contact,33-39,Non-Positive,unknown,management,tertiary,jul,0
18470,no,0,High Contact,40-48,Mid Balance,unknown,services,secondary,jul,389
18471,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,jul,-455
18472,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jul,2597
18473,no,0,High Contact,40-48,Mid Balance,unknown,unemployed,secondary,jul,714
18474,no,0,Low Contact,40-48,Low Balance,unknown,management,tertiary,jul,16
18475,no,0,Low Contact,33-39,High Balance,unknown,services,secondary,jul,4392
18476,no,0,High Contact,18-33,Mid Balance,unknown,management,tertiary,jul,385
18477,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,secondary,jul,14
18478,no,0,Low Contact,49-95,Low Balance,unknown,management,tertiary,jul,2
18479,no,0,Low Contact,49-95,High Balance,unknown,technician,tertiary,jul,5059
18480,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,jul,96
18481,no,0,Low Contact,33-39,Non-Positive,unknown,admin,secondary,jul,-211
18482,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jul,2110
18483,no,0,High Contact,49-95,High Balance,unknown,management,secondary,jul,4908
18484,no,0,Low Contact,49-95,Non-Positive,unknown,retired,secondary,jul,0
18485,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jul,2261
18486,no,0,Low Contact,40-48,High Balance,unknown,services,secondary,jul,2219
18487,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,secondary,jul,1553
18488,no,0,High Contact,33-39,High Balance,unknown,self-employed,primary,jul,2077
18489,no,0,Low Contact,40-48,Non-Positive,unknown,services,secondary,jul,-459
18490,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,primary,jul,602
18491,yes,1,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jul,1954
18492,no,0,Low Contact,49-95,High Balance,unknown,services,secondary,jul,3546
18493,no,0,High Contact,18-33,High Balance,unknown,blue-collar,secondary,jul,3036
18494,no,0,Low Contact,40-48,Mid Balance,unknown,technician,secondary,jul,533
18495,no,0,Low Contact,40-48,Non-Positive,unknown,management,secondary,jul,0
18496,no,0,Low Contact,40-48,Mid Balance,unknown,management,tertiary,jul,648
18497,no,0,High Contact,40-48,Non-Positive,unknown,unemployed,secondary,jul,0
18498,no,0,High Contact,18-33,Low Balance,unknown,blue-collar,secondary,jul,5
18499,no,0,Low Contact,33-39,Mid Balance,unknown,management,primary,jul,375
18500,no,0,Low Contact,40-48,High Balance,unknown,technician,secondary,jul,1689
18501,no,0,Low Contact,33-39,High Balance,unknown,management,tertiary,jul,2258
18502,no,0,High Contact,33-39,Mid Balance,unknown,admin,secondary,jul,470
18503,no,0,High Contact,40-48,High Balance,unknown,admin,secondary,jul,4343
18504,no,0,High Contact,18-33,Mid Balance,unknown,management,tertiary,jul,935
18505,no,0,High Contact,40-48,High Balance,unknown,management,primary,jul,1533
18506,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,22
18507,no,0,Low Contact,33-39,High Balance,unknown,management,tertiary,jul,4357
18508,no,0,High Contact,40-48,Non-Positive,unknown,management,tertiary,jul,0
18509,no,0,High Contact,49-95,Low Balance,unknown,housemaid,secondary,jul,271
18510,no,0,High Contact,49-95,Mid Balance,unknown,admin,secondary,jul,812
18511,no,0,High Contact,49-95,Non-Positive,unknown,services,secondary,jul,0
18512,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,primary,jul,517
18513,no,0,High Contact,33-39,Non-Positive,unknown,technician,secondary,jul,-195
18514,no,0,High Contact,49-95,High Balance,unknown,retired,primary,jul,3549
18515,no,0,High Contact,49-95,Low Balance,unknown,management,primary,jul,80
18516,no,0,High Contact,33-39,Non-Positive,unknown,blue-collar,primary,jul,0
18517,yes,1,High Contact,40-48,Mid Balance,unknown,technician,primary,jul,755
18518,no,0,High Contact,40-48,Mid Balance,unknown,management,secondary,jul,1077
18519,yes,1,High Contact,49-95,High Balance,unknown,self-employed,tertiary,jul,5350
18520,no,0,High Contact,49-95,Low Balance,unknown,unknown,unknown,jul,33
18521,no,0,Low Contact,33-39,High Balance,unknown,management,secondary,jul,3384
18522,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,1623
18523,no,0,Low Contact,33-39,High Balance,unknown,management,tertiary,jul,2801
18524,no,0,High Contact,40-48,Low Balance,unknown,blue-collar,primary,jul,333
18525,no,0,Low Contact,33-39,Non-Positive,unknown,services,secondary,jul,0
18526,no,0,Low Contact,49-95,High Balance,unknown,management,tertiary,jul,3366
18527,no,0,High Contact,40-48,Low Balance,unknown,entrepreneur,unknown,jul,4
18528,no,0,High Contact,18-33,Low Balance,unknown,entrepreneur,tertiary,jul,99
18529,no,0,High Contact,33-39,High Balance,unknown,management,tertiary,jul,3770
18530,no,0,High Contact,18-33,High Balance,unknown,blue-collar,secondary,jul,7365
18531,no,0,High Contact,40-48,Non-Positive,unknown,management,tertiary,jul,-1737
18532,yes,1,High Contact,49-95,Non-Positive,unknown,management,secondary,jul,-382
18533,no,0,High Contact,33-39,High Balance,unknown,blue-collar,secondary,jul,1911
18534,no,0,High Contact,49-95,High Balance,unknown,technician,tertiary,jul,4656
18535,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,primary,jul,704
18536,no,0,High Contact,49-95,High Balance,unknown,technician,tertiary,jul,1593
18537,no,0,Low Contact,33-39,High Balance,unknown,technician,secondary,jul,7957
18538,no,0,High Contact,49-95,Non-Positive,unknown,entrepreneur,primary,jul,-736
18539,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,466
18540,no,0,High Contact,40-48,Low Balance,unknown,entrepreneur,secondary,jul,1
18541,yes,1,High Contact,40-48,High Balance,unknown,housemaid,tertiary,jul,7441
18542,no,0,High Contact,18-33,Mid Balance,unknown,admin,secondary,jul,347
18543,no,0,High Contact,40-48,Mid Balance,unknown,services,secondary,jul,375
18544,no,0,High Contact,33-39,High Balance,unknown,blue-collar,primary,jul,4401
18545,no,0,High Contact,49-95,Low Balance,unknown,housemaid,primary,jul,259
18546,no,0,High Contact,40-48,High Balance,unknown,management,tertiary,jul,4039
18547,no,0,High Contact,40-48,Non-Positive,unknown,technician,secondary,jul,0
18548,no,0,High Contact,49-95,Non-Positive,unknown,retired,primary,jul,-266
18549,no,0,High Contact,18-33,Non-Positive,unknown,services,secondary,jul,0
18550,no,0,High Contact,40-48,Low Balance,unknown,blue-collar,secondary,jul,3
18551,no,0,High Contact,49-95,Non-Positive,unknown,blue-collar,secondary,jul,0
18552,no,0,High Contact,18-33,Mid Balance,unknown,blue-collar,secondary,jul,1030
18553,no,0,High Contact,33-39,High Balance,unknown,management,tertiary,jul,4359
18554,no,0,High Contact,33-39,Low Balance,unknown,services,secondary,jul,27
18555,no,0,High Contact,40-48,Mid Balance,unknown,unemployed,secondary,jul,488
18556,no,0,High Contact,40-48,Low Balance,unknown,services,secondary,jul,56
18557,yes,1,High Contact,33-39,High Balance,unknown,management,tertiary,jul,1731
18558,no,0,High Contact,49-95,Non-Positive,unknown,services,secondary,jul,-626
18559,no,0,High Contact,40-48,Low Balance,unknown,services,secondary,jul,87
18560,no,0,High Contact,49-95,Mid Balance,unknown,blue-collar,secondary,jul,923
18561,no,0,Low Contact,49-95,Low Balance,unknown,services,primary,jul,171
18562,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,primary,jul,532
18563,no,0,Low Contact,40-48,High Balance,unknown,self-employed,secondary,jul,3211
18564,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,439
18565,no,0,Low Contact,49-95,Low Balance,unknown,entrepreneur,secondary,jul,1
18566,no,0,Low Contact,49-95,High Balance,unknown,services,secondary,jul,4697
18567,no,0,Low Contact,40-48,High Balance,unknown,technician,secondary,jul,1822
18568,no,0,High Contact,49-95,Mid Balance,unknown,blue-collar,primary,jul,655
18569,no,0,Low Contact,49-95,Mid Balance,unknown,retired,secondary,jul,1172
18570,no,0,High Contact,49-95,Low Balance,unknown,technician,secondary,jul,133
18571,no,0,High Contact,40-48,Non-Positive,unknown,admin,secondary,jul,-137
18572,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,jul,29
18573,no,0,High Contact,49-95,High Balance,unknown,unemployed,secondary,jul,3250
18574,no,0,Low Contact,40-48,Non-Positive,unknown,technician,tertiary,jul,-2827
18575,no,0,Low Contact,40-48,Non-Positive,unknown,management,tertiary,jul,-1176
18576,no,0,Low Contact,49-95,Low Balance,unknown,unemployed,secondary,jul,18
18577,no,0,High Contact,33-39,High Balance,unknown,management,tertiary,jul,2706
18578,no,0,Low Contact,33-39,High Balance,unknown,management,tertiary,jul,2547
18579,no,0,High Contact,49-95,Mid Balance,unknown,retired,secondary,jul,728
18580,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,6030
18581,no,0,High Contact,49-95,Non-Positive,unknown,services,secondary,jul,-555
18582,no,0,Low Contact,40-48,Low Balance,unknown,services,primary,jul,308
18583,no,0,High Contact,33-39,High Balance,unknown,blue-collar,secondary,jul,10005
18584,no,0,Low Contact,40-48,Non-Positive,unknown,admin,unknown,jul,-612
18585,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,1187
18586,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,secondary,jul,1362
18587,no,0,Low Contact,49-95,Non-Positive,unknown,technician,secondary,jul,-1
18588,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,unknown,jul,879
18589,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,jul,98
18590,no,0,Low Contact,40-48,Non-Positive,unknown,admin,secondary,jul,0
18591,no,0,Low Contact,49-95,Mid Balance,unknown,admin,primary,jul,1040
18592,no,0,High Contact,49-95,Mid Balance,unknown,housemaid,tertiary,jul,554
18593,no,0,High Contact,33-39,High Balance,unknown,technician,secondary,jul,2398
18594,no,0,High Contact,40-48,High Balance,unknown,unknown,unknown,jul,1317
18595,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,2564
18596,no,0,High Contact,49-95,Mid Balance,unknown,management,tertiary,jul,413
18597,no,0,High Contact,40-48,Non-Positive,unknown,blue-collar,primary,jul,0
18598,no,0,High Contact,49-95,Mid Balance,unknown,technician,tertiary,jul,804
18599,no,0,High Contact,33-39,Low Balance,unknown,entrepreneur,tertiary,jul,65
18600,no,0,High Contact,40-48,Non-Positive,unknown,technician,secondary,jul,-251
18601,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,3
18602,no,0,Low Contact,18-33,Low Balance,unknown,technician,tertiary,jul,237
18603,no,0,High Contact,49-95,Non-Positive,unknown,management,tertiary,jul,0
18604,no,0,High Contact,18-33,Mid Balance,unknown,admin,secondary,jul,1110
18605,no,0,High Contact,40-48,Mid Balance,unknown,admin,tertiary,jul,861
